Date,Close,Open,High,Low,RSI_Signal,RSI_14,RSI_Entry/Exit,side,cost/proceeds,shares
2021-04-22 11:30:00-04:00,416.3599854,415.8800049,416.4500122,415.7099915,0,61.18230296,,sell_short,41635.99854,-100
2021-04-22 12:30:00-04:00,414.7000122,416.3599854,416.7799988,413.1499939,0,49.68392361,0,hold,,-100
2021-04-22 13:30:00-04:00,413.07901,414.6900024,414.7600098,411.1300049,0,41.48480623,0,hold,,-100
2021-04-22 14:30:00-04:00,412.1749878,413.0799866,413.4500122,411.7598877,0,37.7438894,0,hold,,-100
2021-04-22 15:30:00-04:00,412.3200073,412.3649902,413.0499878,412.0599976,0,38.69885917,0,hold,,-100
2021-04-23 09:30:00-04:00,414.3500061,413.0400085,414.4700012,412.9400024,0,50.21183771,0,hold,,-100
2021-04-23 10:30:00-04:00,416.1499939,414.3487854,416.3399963,414.2330017,0,57.78303573,0,hold,,-100
2021-04-23 11:30:00-04:00,416.4150085,416.1549988,416.5499878,416.0150146,0,58.77698287,0,hold,,-100
2021-04-23 12:30:00-04:00,417.0450134,416.4150085,417.2799988,416.3999939,0,61.12043661,0,hold,,-100
2021-04-23 13:30:00-04:00,417.0150146,417.0499878,417.3599854,416.75,0,60.94277924,0,hold,,-100
2021-04-23 14:30:00-04:00,417.7850037,417.0150146,417.8599854,416.9299927,0,63.84747737,0,hold,,-100
2021-04-23 15:30:00-04:00,416.7200012,417.7799988,418.25,416.6400146,0,57.48000296,0,hold,,-100
2021-04-26 09:30:00-04:00,417.8179932,417.4400024,418.1700134,417.2000122,0,61.71879666,0,hold,,-100
2021-04-26 10:30:00-04:00,417.9200134,417.8299866,418.1499939,417.6199951,0,62.09688728,0,hold,,-100
2021-04-26 11:30:00-04:00,417.4100037,417.9100037,417.9549866,417.2799988,0,58.96174412,0,hold,,-100
2021-04-26 12:30:00-04:00,417.4000854,417.4010925,417.8099976,417.3009949,0,58.89946556,0,hold,,-100
2021-04-26 13:30:00-04:00,417.9200134,417.4000854,417.9500122,417.2950134,0,61.21236094,0,hold,,-100
2021-04-26 14:30:00-04:00,417.2999878,417.9190063,418.2200012,417.1799927,0,57.08669057,0,hold,,-100
2021-04-26 15:30:00-04:00,417.6400146,417.3049927,417.9349976,416.9700012,0,58.72948616,0,hold,,-100
2021-04-27 09:30:00-04:00,417.2200012,417.9299927,417.9899902,416.2999878,0,55.88364358,0,hold,,-100
2021-04-27 10:30:00-04:00,417.1950073,417.230011,417.3900146,416.5299988,0,55.7106427,0,hold,,-100
2021-04-27 11:30:00-04:00,417.6700134,417.1900024,417.7349854,417.1499939,0,58.34960184,0,hold,,-100
2021-04-27 12:30:00-04:00,417.3450012,417.6700134,417.6799927,416.980011,0,55.89548528,0,hold,,-100
2021-04-27 13:30:00-04:00,417.5498962,417.3399963,417.5799866,417.0700073,0,57.1199026,0,hold,,-100
2021-04-27 14:30:00-04:00,417.841095,417.5490112,417.9500122,417.2850037,0,58.86762697,0,hold,,-100
2021-04-27 15:30:00-04:00,417.4899902,417.855011,418.1400146,417.4899902,0,55.9087374,0,hold,,-100
2021-04-28 09:30:00-04:00,418.1549988,417.980011,418.4500122,417.3200073,0,60.00881196,0,hold,,-100
2021-04-28 10:30:00-04:00,417.9200134,418.1554871,418.230011,417.7099915,0,57.95788591,0,hold,,-100
2021-04-28 11:30:00-04:00,417.6149902,417.9182129,417.9299927,417.1199951,0,55.31513804,0,hold,,-100
2021-04-28 12:30:00-04:00,417.7999878,417.615509,417.8900146,417.5201111,0,56.60747549,0,hold,,-100
2021-04-28 13:30:00-04:00,417.6799927,417.7999878,418.2200012,416.8999939,0,55.48652787,0,hold,,-100
2021-04-28 14:30:00-04:00,417.9599915,417.6713867,419.0100098,417.1099854,0,57.59656371,0,hold,,-100
2021-04-28 15:30:00-04:00,417.3500061,417.9700012,418.1799927,417.019989,0,51.83226476,0,hold,,-100
2021-04-29 09:30:00-04:00,418.9200134,420.6799927,420.7099915,418.6700134,0,62.29255971,0,hold,,-100
2021-04-29 10:30:00-04:00,418.4599915,418.9299927,418.9700012,417.5400085,0,58.29770712,0,hold,,-100
2021-04-29 11:30:00-04:00,417.1350098,418.480011,418.4899902,416.4400024,0,48.62514598,0,hold,,-100
2021-04-29 12:30:00-04:00,418.4649963,417.1350098,418.5299988,416.8599854,0,56.43815519,0,hold,,-100
2021-04-29 13:30:00-04:00,419.2900085,418.4649963,419.3900146,418.1300049,0,60.4556051,0,hold,,-100
2021-04-29 14:30:00-04:00,419.5799866,419.2900085,420.4899902,419.2900085,0,61.78948432,0,hold,,-100
2021-04-29 15:30:00-04:00,420,419.5799866,420.2900085,419.5100098,0,63.69945828,0,hold,,-100
2021-04-30 09:30:00-04:00,418.4779968,417.6300049,418.5400085,417.3999939,0,53.30204143,0,hold,,-100
2021-04-30 10:30:00-04:00,416.9299927,418.4750061,418.480011,416.8299866,0,45.21778237,0,hold,,-100
2021-04-30 11:30:00-04:00,417.6950073,416.9299927,417.8900146,416.7099915,0,49.30949663,0,hold,,-100
2021-04-30 12:30:00-04:00,417.730011,417.6950073,417.8099976,417.1000977,0,49.49537346,0,hold,,-100
2021-04-30 13:30:00-04:00,417.2600098,417.730011,417.8999939,416.3800049,0,47.00310186,0,hold,,-100
2021-04-30 14:30:00-04:00,417.4901123,417.269989,417.5299988,416.5700073,0,48.37369611,0,hold,,-100
2021-04-30 15:30:00-04:00,417.2999878,417.4750061,417.5700073,416.3399963,0,47.28554738,0,hold,,-100
2021-05-03 09:30:00-04:00,419.3500061,419.4299927,419.8399963,418.6199951,0,58.2031414,0,hold,,-100
2021-05-03 10:30:00-04:00,418.230011,419.3500061,419.7399902,418.1700134,0,51.88120183,0,hold,,-100
2021-05-03 11:30:00-04:00,418.4249878,418.2250061,418.9599915,418.1400146,0,52.84152017,0,hold,,-100
2021-05-03 12:30:00-04:00,418.3450012,418.4100037,418.7099915,418.1799927,0,52.37969012,0,hold,,-100
2021-05-03 13:30:00-04:00,418.9349976,418.3450012,418.980011,418.2850037,0,55.47116106,0,hold,,-100
2021-05-03 14:30:00-04:00,418.6000061,418.9349976,419.269989,418.4599915,0,53.35327247,0,hold,,-100
2021-05-03 15:30:00-04:00,418.1700134,418.6099854,418.6400146,417.6650085,0,50.67858907,0,hold,,-100
2021-05-04 09:30:00-04:00,414.3250122,416.25,416.6000061,413.1499939,0,34.17854771,0,hold,,-100
2021-05-04 10:30:00-04:00,412.9180908,414.3200073,414.5,411.9649963,0,30.29213884,0,hold,,-100
2021-05-04 11:30:00-04:00,413.4700012,412.9180908,413.5100098,411.6700134,0,33.48723067,0,hold,,-100
2021-05-04 12:30:00-04:00,413.6900024,413.4700012,413.9299927,412.5899963,0,34.77070001,0,hold,,-100
2021-05-04 13:30:00-04:00,413.7550049,413.6830139,414.2799988,413.1900024,0,35.16876504,0,hold,,-100
2021-05-04 14:30:00-04:00,413.8800049,413.7500916,414.3999939,413.4809875,0,35.97787293,0,hold,,-100
2021-05-04 15:30:00-04:00,415.6400146,413.8729858,415.6600037,413.6099854,0,46.1654908,0,hold,,-100
2021-05-05 09:30:00-04:00,415.8200073,417.2999878,417.3800049,414.9400024,0,47.09271018,0,hold,,-100
2021-05-05 10:30:00-04:00,416.6400146,415.8150024,416.9100037,415.6900024,0,51.21514978,0,hold,,-100
2021-05-05 11:30:00-04:00,417.1831055,416.6300049,417.6300049,416.6000061,0,53.78361771,0,hold,,-100
2021-05-05 12:30:00-04:00,416.7999878,417.1849976,417.3001099,416.3299866,0,51.71513798,0,hold,,-100
2021-05-05 13:30:00-04:00,417.0150146,416.8099976,417.1289978,416.4400024,0,52.81206424,0,hold,,-100
2021-05-05 14:30:00-04:00,415.6000977,417.0150146,417.2298889,415.1499939,0,45.48895747,0,hold,,-100
2021-05-05 15:30:00-04:00,415.730011,415.6057129,416.1400146,415.2900085,0,46.22625025,0,hold,,-100
2021-05-06 09:30:00-04:00,414.3099976,415.8299866,416.3099976,413.6749878,0,39.87726552,0,hold,,-100
2021-05-06 10:30:00-04:00,416.0700073,414.2999878,416.1000061,414.1900024,0,49.19171991,0,hold,,-100
2021-05-06 11:30:00-04:00,417.519989,416.0799866,417.5799866,415.9599915,0,55.33149219,0,hold,,-100
2021-05-06 12:30:00-04:00,416.7000122,417.5249939,417.5700073,416.4100037,0,51.53857053,0,hold,,-100
2021-05-06 13:30:00-04:00,415.9299927,416.7099915,416.9599915,415.7399902,0,48.19731859,0,hold,,-100
2021-05-06 14:30:00-04:00,417.0299988,415.9299927,417.2099915,415.6600037,0,52.89537712,0,hold,,-100
2021-05-06 15:30:00-04:00,419.0899963,417.0299988,419.2099915,416.9500122,0,60.17881835,0,hold,,-100
2021-05-07 09:30:00-04:00,422.1350098,419.3999939,422.6700134,419.1600037,0,68.04434785,0,hold,,-100
2021-05-07 10:30:00-04:00,422.3200073,422.1400146,422.5999146,421.769989,0,68.45205318,0,hold,,-100
2021-05-07 11:30:00-04:00,422.0299988,422.3299866,422.8150024,421.9685974,0,67.00874306,0,hold,,-100
2021-05-07 12:30:00-04:00,421.4949951,422.0299072,422.2600098,421.4500122,0,64.31464322,0,hold,,-100
2021-05-07 13:30:00-04:00,422.2650146,421.4919128,422.2850037,421.2099915,0,66.40802038,0,hold,,-100
2021-05-07 14:30:00-04:00,422.5499878,422.2601013,422.7900085,421.6099854,0,67.17545784,0,hold,,-100
2021-05-07 15:30:00-04:00,422.0899963,422.5599976,422.7900085,422.0100098,0,64.60958654,0,hold,,-100
2021-05-10 09:30:00-04:00,421.6889954,422.4400024,422.4400024,421.6600037,0,62.37292288,0,hold,,-100
2021-05-10 10:30:00-04:00,422.2110901,421.6799927,422.3800049,421.0299988,0,64.11476227,0,hold,,-100
2021-05-10 11:30:00-04:00,422.1400146,422.2200012,422.6499939,421.9299927,0,63.68256393,0,hold,,-100
2021-05-10 12:30:00-04:00,421.7237854,422.1400146,422.2349854,421.6199951,0,61.08562462,0,hold,,-100
