Date,Close,Open,High,Low,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,MACD_Entry/Exit,side,cost/proceeds,shares
2021-04-28 13:30:00-04:00,417.6799927,417.7999878,418.2200012,416.8999939,0.487600147,-0.071025915,0.558626062,0,hold,,0
2021-04-28 14:30:00-04:00,417.9599915,417.6713867,419.0100098,417.1099854,0.478869821,-0.063804993,0.542674814,0,hold,,0
2021-04-28 15:30:00-04:00,417.3500061,417.9700012,418.1799927,417.019989,0.417912816,-0.099809598,0.517722414,0,hold,,0
2021-04-29 09:30:00-04:00,418.9200134,420.6799927,420.7099915,418.6700134,0.490634689,-0.02167018,0.512304869,0,hold,,0
2021-04-29 10:30:00-04:00,418.4599915,418.9299927,418.9700012,417.5400085,0.505322328,-0.005586033,0.510908361,0,hold,,0
2021-04-29 11:30:00-04:00,417.1350098,418.480011,418.4899902,416.4400024,0.405374533,-0.084427063,0.489801595,0,hold,,0
2021-04-29 12:30:00-04:00,418.4649963,417.1350098,418.5299988,416.8599854,0.428543998,-0.049006078,0.477550076,0,hold,,0
2021-04-29 13:30:00-04:00,419.2900085,418.4649963,419.3900146,418.1300049,0.50762596,0.024060707,0.483565253,2,hold,,0
2021-04-29 14:30:00-04:00,419.5799866,419.2900085,420.4899902,419.2900085,0.586932002,0.082693399,0.504238603,0,hold,,0
2021-04-29 15:30:00-04:00,420,419.5799866,420.2900085,419.5100098,0.675883025,0.137315538,0.538567487,0,hold,,0
2021-04-30 09:30:00-04:00,418.4779968,417.6300049,418.5400085,417.3999939,0.616458269,0.062312626,0.554145644,0,hold,,0
2021-04-30 10:30:00-04:00,416.9299927,418.4750061,418.480011,416.8299866,0.439387736,-0.091806326,0.531194062,-2,sell,0,0
2021-04-30 11:30:00-04:00,417.6950073,416.9299927,417.8900146,416.7099915,0.356676803,-0.139613807,0.49629061,0,hold,,0
2021-04-30 12:30:00-04:00,417.730011,417.6950073,417.8099976,417.1000977,0.290602412,-0.164550559,0.45515297,0,hold,,0
2021-04-30 13:30:00-04:00,417.2600098,417.730011,417.8999939,416.3800049,0.198030043,-0.205698342,0.403728385,0,hold,,0
2021-04-30 14:30:00-04:00,417.4901123,417.269989,417.5299988,416.5700073,0.14160084,-0.209702036,0.351302876,0,hold,,0
2021-04-30 15:30:00-04:00,417.2999878,417.4750061,417.5700073,416.3399963,0.080609613,-0.216554611,0.297164223,0,hold,,0
2021-05-03 09:30:00-04:00,419.3500061,419.4299927,419.8399963,418.6199951,0.19544006,-0.081379331,0.276819391,0,hold,,0
2021-05-03 10:30:00-04:00,418.230011,419.3500061,419.7399902,418.1700134,0.193835357,-0.066387227,0.260222584,0,hold,,0
2021-05-03 11:30:00-04:00,418.4249878,418.2250061,418.9599915,418.1400146,0.205922867,-0.043439774,0.24936264,0,hold,,0
2021-05-03 12:30:00-04:00,418.3450012,418.4100037,418.7099915,418.1799927,0.206665743,-0.034157518,0.240823261,0,hold,,0
2021-05-03 13:30:00-04:00,418.9349976,418.3450012,418.980011,418.2850037,0.251957839,0.008907662,0.243050177,2,hold,,0
2021-05-03 14:30:00-04:00,418.6000061,418.9349976,419.269989,418.4599915,0.25784882,0.011838914,0.246009905,0,hold,,0
2021-05-03 15:30:00-04:00,418.1700134,418.6099854,418.6400146,417.6650085,0.225224402,-0.016628403,0.241852805,-2,sell,0,0
2021-05-04 09:30:00-04:00,414.3250122,416.25,416.6000061,413.1499939,-0.109626443,-0.281183398,0.171556955,0,hold,,0
2021-05-04 10:30:00-04:00,412.9180908,414.3200073,414.5,411.9649963,-0.482957712,-0.523611734,0.040654022,0,hold,,0
2021-05-04 11:30:00-04:00,413.4700012,412.9180908,413.5100098,411.6700134,-0.725922888,-0.613261528,-0.11266136,0,hold,,0
2021-05-04 12:30:00-04:00,413.6900024,413.4700012,413.9299927,412.5899963,-0.89045764,-0.622237024,-0.268220616,0,hold,,0
2021-05-04 13:30:00-04:00,413.7550049,413.6830139,414.2799988,413.1900024,-1.004033588,-0.588650377,-0.415383211,0,hold,,0
2021-05-04 14:30:00-04:00,413.8800049,413.7500916,414.3999939,413.4809875,-1.071604105,-0.524976715,-0.546627389,0,hold,,0
2021-05-04 15:30:00-04:00,415.6400146,413.8729858,415.6600037,413.6099854,-0.971932316,-0.340243941,-0.631688375,0,hold,,0
2021-05-05 09:30:00-04:00,415.8200073,417.2999878,417.3800049,414.9400024,-0.868407342,-0.189375174,-0.679032168,0,hold,,0
2021-05-05 10:30:00-04:00,416.6400146,415.8150024,416.9100037,415.6900024,-0.711987962,-0.026364635,-0.685623327,0,hold,,0
2021-05-05 11:30:00-04:00,417.1831055,416.6300049,417.6300049,416.6000061,-0.537999858,0.118098775,-0.656098633,2,hold,,0
2021-05-05 12:30:00-04:00,416.7999878,417.1849976,417.3001099,416.3299866,-0.426115433,0.18398656,-0.610101993,0,hold,,0
2021-05-05 13:30:00-04:00,417.0150146,416.8099976,417.1289978,416.4400024,-0.316447541,0.234923562,-0.551371103,0,hold,,0
2021-05-05 14:30:00-04:00,415.6000977,417.0150146,417.2298889,415.1499939,-0.339790034,0.169264855,-0.509054889,0,hold,,0
2021-05-05 15:30:00-04:00,415.730011,415.6057129,416.1400146,415.2900085,-0.343842604,0.132169828,-0.476012432,0,hold,,0
2021-05-06 09:30:00-04:00,414.3099976,415.8299866,416.3099976,413.6749878,-0.456376685,0.015708597,-0.472085283,0,hold,,0
2021-05-06 10:30:00-04:00,416.0700073,414.2999878,416.1000061,414.1900024,-0.398943899,0.058513107,-0.457457006,0,hold,,0
2021-05-06 11:30:00-04:00,417.519989,416.0799866,417.5799866,415.9599915,-0.233732278,0.178979782,-0.41271206,0,hold,,0
2021-05-06 12:30:00-04:00,416.7000122,417.5249939,417.5700073,416.4100037,-0.167040613,0.196537158,-0.363577771,0,hold,,0
2021-05-06 13:30:00-04:00,415.9299927,416.7099915,416.9599915,415.7399902,-0.174311771,0.1514128,-0.325724571,0,hold,,0
2021-05-06 14:30:00-04:00,417.0299988,415.9299927,417.2099915,415.6600037,-0.090272314,0.188361805,-0.278634119,0,hold,,0
2021-05-06 15:30:00-04:00,419.0899963,417.0299988,419.2099915,416.9500122,0.140929599,0.335650975,-0.194721376,0,hold,,0
2021-05-07 09:30:00-04:00,422.1350098,419.3999939,422.6700134,419.1600037,0.563371718,0.606474475,-0.043102757,0,hold,,0
2021-05-07 10:30:00-04:00,422.3200073,422.1400146,422.5999146,421.769989,0.902682338,0.756628076,0.146054262,0,hold,,0
2021-05-07 11:30:00-04:00,422.0299988,422.3299866,422.8150024,421.9685974,1.135102428,0.791238533,0.343863895,0,hold,,0
2021-05-07 12:30:00-04:00,421.4949951,422.0299072,422.2600098,421.4500122,1.261583946,0.734176041,0.527407905,0,hold,,0
2021-05-07 13:30:00-04:00,422.2650146,421.4919128,422.2850037,421.2099915,1.407728186,0.704256225,0.703471962,0,hold,,0
2021-05-07 14:30:00-04:00,422.5499878,422.2601013,422.7900085,421.6099854,1.528919074,0.66035769,0.868561384,0,hold,,0
2021-05-07 15:30:00-04:00,422.0899963,422.5599976,422.7900085,422.0100098,1.569751145,0.560951809,1.008799336,0,hold,,0
2021-05-10 09:30:00-04:00,421.6889954,422.4400024,422.4400024,421.6600037,1.5518645,0.434452131,1.117412369,0,hold,,0
2021-05-10 10:30:00-04:00,422.2110901,421.6799927,422.3800049,421.0299988,1.561814263,0.355521516,1.206292748,0,hold,,0
2021-05-10 11:30:00-04:00,422.1400146,422.2200012,422.6499939,421.9299927,1.546141373,0.2718789,1.274262473,0,hold,,0
2021-05-10 12:30:00-04:00,421.7237854,422.1400146,422.2349854,421.6199951,1.483038726,0.167021003,1.316017724,0,hold,,0
2021-05-10 13:30:00-04:00,419.769989,421.7237854,421.7900085,419.480011,1.260840203,-0.044142017,1.304982219,-2,sell,0,0
2021-05-10 14:30:00-04:00,419.4450073,419.7757874,419.8800049,418.7399902,1.046460026,-0.206817755,1.253277781,0,hold,,0
2021-05-10 15:30:00-04:00,417.9899902,419.4450073,419.7999878,417.8099976,0.750503139,-0.402219713,1.152722852,0,hold,,0
2021-05-11 09:30:00-04:00,411.8500061,412.8049927,415.269989,411.8099976,0.020276039,-0.905957451,0.92623349,0,hold,,0
2021-05-11 10:30:00-04:00,413.8800049,411.8599854,413.8999939,410.3399963,-0.390133051,-1.053093233,0.662960182,0,hold,,0
2021-05-11 11:30:00-04:00,413.4299927,413.8800049,414.4500122,413.1099854,-0.743131084,-1.124873013,0.381741928,0,hold,,0
2021-05-11 12:30:00-04:00,414.1482849,413.4349976,414.1900024,412.0429993,-0.953928099,-1.068536022,0.114607923,0,hold,,0
2021-05-11 13:30:00-04:00,414.730011,414.144989,414.7799988,413.2099915,-1.06180598,-0.941131123,-0.120674858,0,hold,,0
2021-05-11 14:30:00-04:00,414.4500122,414.7200012,415.0299988,413.1400146,-1.15656142,-0.82870925,-0.32785217,0,hold,,0
2021-05-11 15:30:00-04:00,414.269989,414.440094,414.5899963,412.6600037,-1.23198065,-0.723302784,-0.508677866,0,hold,,0
2021-05-12 09:30:00-04:00,410.3501892,411.6900024,412.519989,410.3399963,-1.589720708,-0.864834273,-0.724886434,0,hold,,0
2021-05-12 10:30:00-04:00,409.5599976,410.3699951,410.730011,408.7399902,-1.914920135,-0.952026961,-0.962893175,0,hold,,0
2021-05-12 11:30:00-04:00,407.7250061,409.5400085,409.7799988,406.7200012,-2.294264645,-1.065097176,-1.229167469,0,hold,,0
2021-05-12 12:30:00-04:00,407.4989014,407.7000122,408.6099854,407.0100098,-2.583363261,-1.083356634,-1.500006627,0,hold,,0
2021-05-12 13:30:00-04:00,406.730011,407.5,407.8900146,406.4200134,-2.841760973,-1.073403477,-1.768357496,0,hold,,0
2021-05-12 14:30:00-04:00,405.7298889,406.7099915,408.25,405.3999939,-3.0916064,-1.058599123,-2.033007277,0,hold,,0
2021-05-12 15:30:00-04:00,405.4299927,405.7298889,406.5700073,404,-3.276045607,-0.994430664,-2.281614943,0,hold,,0
2021-05-13 09:30:00-04:00,411.25,407.0700073,411.4500122,407.019989,-2.918941317,-0.509861099,-2.409080218,0,hold,,0
2021-05-13 10:30:00-04:00,409.8399963,411.2399902,412.019989,409.6600037,-2.71837339,-0.247434538,-2.470938852,0,hold,,0
2021-05-13 11:30:00-04:00,410.6499939,409.8500061,410.8299866,409.2101135,-2.465639473,0.004239504,-2.469878977,2,hold,,0
2021-05-13 12:30:00-04:00,409.0799866,410.6499939,411.1300049,408.6300049,-2.364772863,0.084084891,-2.448857754,0,hold,,0
2021-05-13 13:30:00-04:00,411.1400146,409.0700073,411.1889954,407.8399963,-2.094464614,0.283514512,-2.377979126,0,hold,,0
2021-05-13 14:30:00-04:00,411.6300049,411.1400146,411.8999939,410.7600098,-1.819728564,0.44660045,-2.266329013,0,hold,,0
2021-05-13 15:30:00-04:00,410.2600098,411.6199951,412.3500061,410.2099915,-1.693029234,0.458639823,-2.151669058,0,hold,,0
2021-05-14 09:30:00-04:00,414.4400024,413.5400085,415.2200012,413.3599854,-1.241022888,0.728516935,-1.969539824,0,hold,,0
2021-05-14 10:30:00-04:00,415.4899902,414.4299927,415.6700134,414.0714111,-0.788984441,0.944444306,-1.733428747,0,hold,,0
2021-05-14 11:30:00-04:00,415.8999939,415.4899902,416.0230103,415.269989,-0.393125144,1.072242882,-1.465368026,0,hold,,0
2021-05-14 12:30:00-04:00,416.375,415.8999939,416.4400024,415.7799988,-0.040606688,1.139809071,-1.180415759,0,hold,,0
2021-05-14 13:30:00-04:00,416.730011,416.3800049,416.9500122,416.1600037,0.264365705,1.155825171,-0.891459466,0,hold,,0
2021-05-14 14:30:00-04:00,417.0299988,416.730011,417.4899902,416.7099915,0.524222125,1.132545273,-0.608323148,0,hold,,0
2021-05-14 15:30:00-04:00,416.5499878,417.0400085,417.3800049,416.2999878,0.683547821,1.033496775,-0.349948954,0,hold,,0
2021-05-17 09:30:00-04:00,414.3500061,415.468811,416.3900146,414.1400146,0.625088812,0.780030213,-0.154941401,0,hold,,0
2021-05-17 10:30:00-04:00,414.2099915,414.3500061,415.4100037,413.9400024,0.560994815,0.572748973,-0.011754158,0,hold,,0
2021-05-17 11:30:00-04:00,414.6900024,414.2099915,414.7900085,413.8399963,0.542677092,0.443545,0.099132092,0,hold,,0
2021-05-17 12:30:00-04:00,414.019989,414.6799927,415.1199951,413.7200012,0.468692881,0.295648631,0.17304425,0,hold,,0
2021-05-17 13:30:00-04:00,414.5499878,414.0100098,414.6400146,413.3599854,0.447665919,0.219697335,0.227968584,0,hold,,0
2021-05-17 14:30:00-04:00,414.9500122,414.5593872,415.7000122,414.1500854,0.458000976,0.184025914,0.273975062,0,hold,,0
2021-05-17 15:30:00-04:00,415.5400085,414.9599915,415.6300049,414.769989,0.507944094,0.187175226,0.320768869,0,hold,,0
2021-05-18 09:30:00-04:00,415.769989,415.7999878,416,414.4599915,0.559630802,0.191089546,0.368541255,0,hold,,0
2021-05-18 10:30:00-04:00,415.519989,415.769989,415.980011,415.269989,0.573805506,0.164211401,0.409594105,0,hold,,0
2021-05-18 11:30:00-04:00,415.4118958,415.519989,415.5799866,414.75,0.569749125,0.128124016,0.441625109,0,hold,,0
2021-05-18 12:30:00-04:00,415.5249939,415.375,415.5700073,414.9599915,0.569100256,0.101980117,0.467120139,0,hold,,0
2021-05-18 13:30:00-04:00,414.4100037,415.5400085,415.5899963,414.3299866,0.47316132,0.004832945,0.468328375,0,hold,,0
2021-05-18 14:30:00-04:00,414.269989,414.3999939,414.5,413.1000061,0.381434075,-0.06951544,0.450949515,-2,sell,0,0
2021-05-18 15:30:00-04:00,411.980011,414.2799988,414.5899963,411.769989,0.122544863,-0.262723722,0.385268584,0,hold,,0
2021-05-19 09:30:00-04:00,406.9400024,406.519989,407.6400146,405.3299866,-0.483737052,-0.695204509,0.211467457,0,hold,,0
2021-05-19 10:30:00-04:00,408.125,406.9400024,408.3399963,405.3800049,-0.858701857,-0.856135451,-0.002566406,0,hold,,0
2021-05-19 11:30:00-04:00,408.9400024,408.0899963,409.2900085,407.230011,-1.077677486,-0.860088864,-0.217588622,0,hold,,0
2021-05-19 12:30:00-04:00,409.875,408.9700012,410.25,408.7399902,-1.162371663,-0.755826433,-0.40654523,0,hold,,0
2021-05-19 13:30:00-04:00,410.0700073,409.8500061,410.519989,407.5899963,-1.19992496,-0.634703784,-0.565221176,0,hold,,0
2021-05-19 14:30:00-04:00,409.9595947,410.0499878,410.5599976,407.6000061,-1.224480542,-0.527407493,-0.697073049,0,hold,,0
2021-05-19 15:30:00-04:00,410.8900146,409.9595947,410.8999939,408.6650085,-1.15554352,-0.366776377,-0.788767143,0,hold,,0
2021-05-20 09:30:00-04:00,413.6600037,411.7999878,413.6950073,411.6700134,-0.867396661,-0.062903614,-0.804493047,0,hold,,0
2021-05-20 10:30:00-04:00,414.855011,413.6600037,414.8800049,413.3900146,-0.536427493,0.214452443,-0.750879936,2,hold,,0
2021-05-20 11:30:00-04:00,414.7000122,414.8580017,416.1400146,414.6499939,-0.283372605,0.374005864,-0.65737847,0,hold,,0
2021-05-20 12:30:00-04:00,415.4049988,414.7099915,415.4849854,414.1000061,-0.025642667,0.505388642,-0.531031309,0,hold,,0
2021-05-20 13:30:00-04:00,415.5700073,415.4700012,415.5700073,414.5700073,0.189737797,0.576615285,-0.386877488,0,hold,,0
2021-05-20 14:30:00-04:00,416.6000061,415.5799866,416.625,415.230011,0.438486066,0.660290843,-0.221804777,0,hold,,0
2021-05-20 15:30:00-04:00,415.25,416.5899963,416.6000061,414.9200134,0.520684524,0.593991441,-0.073306917,0,hold,,0
2021-05-21 09:30:00-04:00,416.7900085,417.1300049,418.2000122,416.769989,0.702000983,0.62024632,0.081754663,0,hold,,0
2021-05-21 10:30:00-04:00,416.2999878,416.7900085,417.3500061,416.230011,0.796968052,0.572170711,0.224797341,0,hold,,0
2021-05-21 11:30:00-04:00,415.5,416.2999878,416.7600098,415.1199951,0.798473504,0.45894093,0.339532574,0,hold,,0
2021-05-21 12:30:00-04:00,415.4400024,415.4899902,415.6849976,414.4500122,0.785767446,0.356987898,0.428779548,0,hold,,0
2021-05-21 13:30:00-04:00,415.4642944,415.4500122,416.1900024,415.3500061,0.768795765,0.272012974,0.496782791,0,hold,,0
2021-05-21 14:30:00-04:00,416.0050049,415.4700012,416.25,414.9599915,0.789871256,0.234470771,0.555400484,0,hold,,0
2021-05-21 15:30:00-04:00,414.9599915,416.0100098,416.019989,414.7000122,0.714019116,0.126894905,0.587124211,0,hold,,0
2021-05-24 09:30:00-04:00,419.0050049,417.3399963,419.2950134,417.1199951,0.969132965,0.305607004,0.663525962,0,hold,,0
2021-05-24 10:30:00-04:00,419.5480957,419.0100098,419.5899963,418.9899902,1.201287722,0.430209408,0.771078314,0,hold,,0
2021-05-24 11:30:00-04:00,418.9700012,419.5480957,419.6799927,418.9100037,1.323369664,0.441833081,0.881536584,0,hold,,0
2021-05-24 12:30:00-04:00,419.625,418.980011,419.6300049,418.971405,1.456187389,0.459720644,0.996466745,0,hold,,0
2021-05-24 13:30:00-04:00,420.0499878,419.6300049,420.1799927,419.5899963,1.577554292,0.464870037,1.112684254,0,hold,,0
2021-05-24 14:30:00-04:00,419.9450073,420.0519104,420.3200073,419.8599854,1.646289984,0.426884584,1.2194054,0,hold,,0
2021-05-24 15:30:00-04:00,419.1199951,419.9500122,419.9899902,418.9400024,1.615568655,0.316930604,1.298638051,0,hold,,0
2021-05-25 09:30:00-04:00,419.4599915,420.3299866,420.7099915,419.1799927,1.600210414,0.241257891,1.358952524,0,hold,,0
2021-05-25 10:30:00-04:00,418.5350037,419.4649963,419.6000061,418.42099,1.496153388,0.109760692,1.386392697,0,hold,,0
2021-05-25 11:30:00-04:00,419.2749939,418.5350037,419.4299927,417.9400024,1.456607607,0.056171929,1.400435679,0,hold,,0
2021-05-25 12:30:00-04:00,419.0950012,419.2749939,419.4400024,418.3800049,1.394666539,-0.004615312,1.399281851,-2,sell,0,0
2021-05-25 13:30:00-04:00,418.3299866,419.1000061,419.2000122,418.2200012,1.269216766,-0.104052068,1.373268834,0,hold,,0
2021-05-25 14:30:00-04:00,418.4400024,418.3299866,418.7600098,417.7969055,1.165242093,-0.166421393,1.331663486,0,hold,,0
2021-05-25 15:30:00-04:00,418.25,418.3699951,418.4899902,417.6199951,1.055344453,-0.221055226,1.276399679,0,hold,,0
2021-05-26 09:30:00-04:00,418.7311096,418.8699951,419.1900024,417.7600098,0.99559471,-0.224643975,1.220238685,0,hold,,0
2021-05-26 10:30:00-04:00,418.980011,418.7311096,419.3500061,418.5599976,0.957291805,-0.210357504,1.167649309,0,hold,,0
2021-05-26 11:30:00-04:00,419.2901001,418.9700012,419.4500122,418.6900024,0.941109551,-0.181231806,1.122341358,0,hold,,0
2021-05-26 12:30:00-04:00,419.2598877,419.2901001,419.6099854,419.0400085,0.915296146,-0.165636169,1.080932315,0,hold,,0
2021-05-26 13:30:00-04:00,419.0899963,419.2598877,419.2850037,418.4400024,0.871088656,-0.167874927,1.038963583,0,hold,,0
2021-05-26 14:30:00-04:00,418.9500122,419.0899963,419.1799927,418.625,0.815359397,-0.17888335,0.994242746,0,hold,,0
2021-05-26 15:30:00-04:00,419.0400085,418.9422913,419.1199951,418.5599976,0.769584221,-0.17972682,0.949311041,0,hold,,0
2021-05-27 09:30:00-04:00,420.3399963,420.1700134,420.6300049,419.7900085,0.82865302,-0.096526417,0.925179437,0,hold,,0
2021-05-27 10:30:00-04:00,419.75,420.3399963,420.7200012,419.75,0.818423418,-0.085404815,0.903828233,0,hold,,0
2021-05-27 11:30:00-04:00,420.288208,419.75,420.4299927,419.4599915,0.844015983,-0.0478498,0.891865783,0,hold,,0
2021-05-27 12:30:00-04:00,419.9100037,420.2900085,420.3800049,419.8900146,0.824278575,-0.054069767,0.878348341,0,hold,,0
2021-05-27 13:30:00-04:00,419.5799866,419.9100037,419.9700012,419.2000122,0.773095155,-0.084202549,0.857297704,0,hold,,0
2021-05-27 14:30:00-04:00,419.4200134,419.5704041,419.7200012,419.1199951,0.711422594,-0.116700088,0.828122682,0,hold,,0
2021-05-27 15:30:00-04:00,419.2099915,419.4349976,420.1000061,419.1600037,0.638242367,-0.151904252,0.790146619,0,hold,,0
2021-05-28 09:30:00-04:00,420.0700073,420.9700012,421.0899963,419.9655151,0.642239268,-0.118325881,0.760565149,0,hold,,0
2021-05-28 10:30:00-04:00,420.7000122,420.0700073,420.7900085,420.0700073,0.688308577,-0.057805258,0.746113834,0,hold,,0
2021-05-28 11:30:00-04:00,421.125,420.7099915,421.25,420.6700134,0.750460952,0.003477694,0.746983258,2,hold,,0
2021-05-28 12:30:00-04:00,420.6600037,421.125,421.2200012,420.5300903,0.753509847,0.005221271,0.748288576,0,hold,,0
2021-05-28 13:30:00-04:00,420.7999878,420.6600037,420.8299866,420.4700012,0.758478401,0.00815186,0.750326541,0,hold,,0
2021-05-28 14:30:00-04:00,420.6500854,420.7999878,420.9100037,420.4299927,0.741769492,-0.006845639,0.748615131,-2,sell,0,0
2021-05-28 15:30:00-04:00,420.019989,420.6499939,420.9599915,419.7900085,0.66996115,-0.062923185,0.732884335,0,hold,,0
2021-06-01 09:30:00-04:00,420.447113,422.5700073,422.7200012,419.9100037,0.64013874,-0.074196476,0.714335216,0,hold,,0
2021-06-01 10:30:00-04:00,420.2200012,420.4450073,420.7000122,419.4400024,0.591361393,-0.098379058,0.689740451,0,hold,,0
2021-06-01 11:30:00-04:00,420.0249939,420.2200012,420.4750061,419.7349854,0.530850222,-0.127112183,0.657962405,0,hold,,0
2021-06-01 12:30:00-04:00,419.3250122,420.0210876,420.2399902,419.2000122,0.421552615,-0.189127833,0.610680447,0,hold,,0
2021-06-01 13:30:00-04:00,420.0350037,419.3200073,420.0499878,419.2449951,0.387754063,-0.178341108,0.56609517,0,hold,,0
2021-06-01 14:30:00-04:00,419.8641052,420.0350037,420.3800049,419.8500061,0.343221942,-0.178298582,0.521520525,0,hold,,0
2021-06-01 15:30:00-04:00,419.6300049,419.7200012,420,419.4500122,0.285746072,-0.188619562,0.474365634,0,hold,,0
2021-06-02 09:30:00-04:00,420.8399963,420.1900024,420.9780884,419.5499878,0.333982289,-0.112306676,0.446288965,0,hold,,0
2021-06-02 10:30:00-04:00,421.0750122,420.8500061,421.230011,420.4849854,0.386715835,-0.047658504,0.434374339,0,hold,,0
2021-06-02 11:30:00-04:00,420.4100037,421.0750122,421.1900024,420.2600098,0.370575159,-0.051039344,0.421614503,0,hold,,0
2021-06-02 12:30:00-04:00,419.8349915,420.3999939,420.5299988,419.5899963,0.307836332,-0.091022537,0.398858869,0,hold,,0
2021-06-02 13:30:00-04:00,419.7900085,419.8399963,420.0400085,419.2900085,0.251585494,-0.1178187,0.369404194,0,hold,,0
2021-06-02 14:30:00-04:00,419.7789917,419.7900085,420.0499878,419.6499939,0.203768416,-0.132508622,0.336277038,0,hold,,0
2021-06-02 15:30:00-04:00,420.3699951,419.7749939,420.4700012,419.5799866,0.211128318,-0.100118976,0.311247294,0,hold,,0
2021-06-03 09:30:00-04:00,417.6400146,418.0400085,418.1700134,416.2799988,-0.003287617,-0.251627929,0.248340312,0,hold,,0
2021-06-03 10:30:00-04:00,419.6749878,417.6300049,419.9899902,417.2600098,-0.008905804,-0.205796893,0.196891089,0,hold,,0
2021-06-03 11:30:00-04:00,419.3250122,419.6700134,419.7799988,418.9299927,-0.041124307,-0.190412317,0.14928801,0,hold,,0
